service_id,age,years_of_service,deployment_days_last_90,avg_duty_hours_per_week,consecutive_duty_days,leave_days_taken_last_90,sleep_hours_avg,family_contact_days_last_30,disciplinary_flags_last_180,prior_incident_count,self_report_mood_score,journal_text,latent_stress_true,risk_label
SVC00308,49,7,85,42.8,2,9,6.44,11,1,0,10,"Standard patrol schedule, no major issues.",0.475,Medium
SVC00309,28,10,48,59.9,3,3,7.42,1,1,0,10,"Routine day, nothing much to report.",0.374,Low
SVC00309,28,10,18,65.1,22,3,5.96,3,1,0,7,"Nothing unusual, just getting through the schedule.",0.518,Medium
SVC00309,28,10,40,61.7,14,7,4.61,8,0,1,8,"Been a normal week, keeping busy with regular tasks.",0.56,Medium
SVC00309,28,10,7,48.6,29,4,6.57,4,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.508,Medium
SVC00309,28,10,82,57.2,12,7,4.36,2,0,0,1,"Standard patrol schedule, no major issues.",0.706,High
SVC00309,28,10,48,52.8,4,8,6.56,4,0,0,7,"Standard patrol schedule, no major issues.",0.514,Medium
SVC00310,32,14,90,68.8,10,3,7.05,1,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.592,Medium
SVC00310,32,14,9,79.2,15,11,6.33,10,0,0,8,"Nothing unusual, just getting through the schedule.",0.542,Medium
SVC00310,32,14,21,60.9,0,0,7.89,7,0,0,3,"Nothing unusual, just getting through the schedule.",0.473,Medium
SVC00310,32,14,37,36.7,19,2,7.56,19,0,0,3,"Feeling isolated, it's been weeks since I saw my family.",0.441,Medium
SVC00310,32,14,78,36.6,29,2,6.55,13,0,0,4,"Standard patrol schedule, no major issues.",0.633,Medium
SVC00310,32,14,88,61.6,22,11,7.66,9,0,0,10,"Struggling to cope, everything feels overwhelming lately.",0.591,Medium
SVC00311,37,19,17,51.8,22,9,6.8,18,0,0,1,"Good day today, training went well and I got some rest.",0.452,Medium
SVC00311,37,19,77,46.7,29,4,6.1,0,0,0,9,"Routine day, nothing much to report.",0.786,High
SVC00311,37,19,48,60.3,29,13,9.03,10,0,0,3,"Standard patrol schedule, no major issues.",0.612,Medium
SVC00311,37,19,6,66.3,28,1,7.48,11,0,0,4,"Extremely exhausted, haven't slept properly in days.",0.652,High
SVC00311,37,19,76,59.9,15,0,6.51,0,0,0,2,"Had a great time during the sports session, morale is high.",0.67,High
SVC00311,37,19,24,58.3,20,6,8.5,7,0,0,8,"Routine day, nothing much to report.",0.533,Medium
SVC00312,26,8,72,50.6,11,2,5.61,14,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.533,Medium
SVC00312,26,8,41,49.7,20,13,6.66,6,0,0,3,"Standard patrol schedule, no major issues.",0.412,Medium
SVC00312,26,8,85,45.8,24,1,6.94,11,0,0,8,"Routine day, nothing much to report.",0.554,Medium
SVC00312,26,8,79,44.9,26,8,5.49,9,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.617,Medium
SVC00312,26,8,41,40.4,14,9,6.24,14,0,0,3,"Extremely exhausted, haven't slept properly in days.",0.401,Medium
SVC00312,26,8,13,54.5,28,3,5.82,4,0,0,4,"Standard patrol schedule, no major issues.",0.641,Medium
SVC00313,31,12,85,45.9,4,6,4.16,6,0,0,9,"Feeling steady. Caught up with family on call, that helped a lot.",0.345,Low
SVC00313,31,12,82,68.3,14,14,5.66,6,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.752,High
SVC00313,31,12,11,41.9,19,7,8.0,15,0,0,8,"Had a great time during the sports session, morale is high.",0.348,Low
SVC00313,31,12,25,58.1,5,8,4.47,14,0,0,1,"Nothing unusual, just getting through the schedule.",0.455,Medium
SVC00313,31,12,0,53.1,20,8,7.88,12,0,0,5,"Standard patrol schedule, no major issues.",0.48,Medium
SVC00313,31,12,25,69.9,2,1,5.65,0,1,0,4,"Nothing unusual, just getting through the schedule.",0.683,High
SVC00314,48,12,44,37.6,28,2,6.7,8,0,0,8,"Extremely exhausted, haven't slept properly in days.",0.658,High
SVC00314,48,12,29,57.2,14,11,7.08,13,0,0,5,"Nothing unusual, just getting through the schedule.",0.486,Medium
SVC00314,48,12,10,34.0,11,9,4.71,16,0,0,1,"Standard patrol schedule, no major issues.",0.415,Medium
SVC00314,48,12,27,67.6,1,2,7.59,13,1,0,4,"Standard patrol schedule, no major issues.",0.442,Medium
SVC00314,48,12,84,56.4,28,9,6.76,2,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.703,High
SVC00314,48,12,27,72.3,16,12,8.83,8,0,1,3,"Nothing unusual, just getting through the schedule.",0.587,Medium
SVC00315,36,12,82,31.6,10,6,8.63,19,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.649,Medium
SVC00315,36,12,56,55.9,11,9,5.77,2,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.644,Medium
SVC00315,36,12,72,35.5,5,13,5.3,6,0,0,7,"Nothing unusual, just getting through the schedule.",0.482,Medium
SVC00315,36,12,36,50.9,16,13,4.52,12,0,0,9,"Nothing unusual, just getting through the schedule.",0.358,Low
SVC00315,36,12,77,68.6,28,10,5.19,3,0,0,8,The back-to-back duty shifts are wearing me down badly.,0.78,High
SVC00315,36,12,17,61.0,15,6,4.67,8,0,1,7,Really frustrated and anxious about the extended deployment.,0.542,Medium
SVC00316,46,16,27,49.5,2,4,6.33,9,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.426,Medium
SVC00316,46,16,7,35.2,14,6,4.54,7,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.421,Medium
SVC00316,46,16,85,61.8,22,10,2.5,10,0,0,7,"Routine day, nothing much to report.",0.806,High
SVC00316,46,16,31,35.1,19,3,7.19,1,0,0,2,"Usual duty hours, a bit tired but okay overall.",0.59,Medium
SVC00316,46,16,7,71.4,21,8,5.69,12,0,0,2,"Been a normal week, keeping busy with regular tasks.",0.531,Medium
SVC00316,46,16,71,54.8,20,14,6.87,15,0,1,5,"Standard patrol schedule, no major issues.",0.632,Medium
SVC00317,40,13,34,31.4,22,7,6.72,13,0,0,2,"Nothing unusual, just getting through the schedule.",0.523,Medium
SVC00317,40,13,0,53.8,12,4,6.14,5,0,1,2,"Extremely exhausted, haven't slept properly in days.",0.697,High
SVC00317,40,13,68,58.1,2,12,7.0,16,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.594,Medium
SVC00317,40,13,5,49.1,25,11,7.11,2,0,0,2,"Been a normal week, keeping busy with regular tasks.",0.641,Medium
SVC00317,40,13,72,62.0,21,10,6.17,16,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.619,Medium
SVC00317,40,13,85,50.8,9,2,8.35,12,0,0,4,"Nothing unusual, just getting through the schedule.",0.53,Medium
SVC00318,30,12,73,58.3,21,9,6.49,10,0,1,3,"Usual duty hours, a bit tired but okay overall.",0.639,Medium
SVC00318,30,12,90,53.6,30,6,5.21,5,0,0,2,"Extremely exhausted, haven't slept properly in days.",0.768,High
SVC00318,30,12,85,30.0,13,7,7.22,1,0,0,8,"Solid week, workload was manageable and the team is in good spirits.",0.435,Medium
SVC00318,30,12,23,48.1,24,9,9.5,10,0,0,1,The back-to-back duty shifts are wearing me down badly.,0.479,Medium
SVC00318,30,12,26,47.9,21,10,7.38,17,0,0,4,"Routine day, nothing much to report.",0.487,Medium
SVC00318,30,12,17,38.3,6,0,4.54,13,0,0,4,"Standard patrol schedule, no major issues.",0.366,Low
SVC00319,48,28,20,34.6,4,0,6.23,13,0,0,8,"Routine day, nothing much to report.",0.409,Medium
SVC00319,48,28,65,60.3,2,10,2.79,5,0,0,9,"Nothing unusual, just getting through the schedule.",0.523,Medium
SVC00319,48,28,0,60.6,20,4,5.15,16,1,0,3,"Routine day, nothing much to report.",0.507,Medium
SVC00319,48,28,12,76.1,17,4,5.58,10,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.519,Medium
SVC00319,48,28,3,62.2,17,2,6.52,13,0,1,1,"Nothing unusual, just getting through the schedule.",0.581,Medium
SVC00319,48,28,58,61.8,25,10,6.36,1,1,0,6,"Routine day, nothing much to report.",0.621,Medium
SVC00320,21,3,25,47.2,22,7,7.19,11,0,0,9,"Feeling steady. Caught up with family on call, that helped a lot.",0.321,Low
SVC00320,21,3,50,55.0,27,14,6.62,9,0,0,2,"Struggling to cope, everything feels overwhelming lately.",0.687,High
SVC00320,21,3,40,58.9,15,2,5.31,0,0,0,5,The back-to-back duty shifts are wearing me down badly.,0.684,High
SVC00320,21,3,23,62.6,4,5,6.92,15,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.469,Medium
SVC00320,21,3,40,46.0,15,0,5.46,17,1,1,5,"Usual duty hours, a bit tired but okay overall.",0.458,Medium
SVC00320,21,3,35,52.9,1,8,7.53,0,1,1,6,"Feeling steady. Caught up with family on call, that helped a lot.",0.344,Low
SVC00321,49,11,32,48.1,28,13,5.86,1,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.526,Medium
SVC00321,49,11,49,40.1,0,0,7.35,6,0,0,1,The back-to-back duty shifts are wearing me down badly.,0.598,Medium
SVC00321,49,11,43,61.2,7,3,4.94,11,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.543,Medium
SVC00321,49,11,29,30.0,19,14,7.07,14,0,0,1,"Routine day, nothing much to report.",0.535,Medium
SVC00321,49,11,89,62.5,2,7,5.05,14,1,1,7,"Feeling isolated, it's been weeks since I saw my family.",0.512,Medium
SVC00321,49,11,2,42.0,6,3,6.95,2,0,0,10,Really frustrated and anxious about the extended deployment.,0.378,Low
SVC00322,40,15,68,57.2,1,1,6.65,11,0,0,10,"Routine day, nothing much to report.",0.391,Low
SVC00322,40,15,25,53.0,1,12,6.83,18,0,0,2,"Nothing unusual, just getting through the schedule.",0.372,Low
SVC00322,40,15,39,51.9,20,11,4.9,6,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.509,Medium
SVC00322,40,15,4,49.3,0,10,6.95,18,0,0,5,"Had a great time during the sports session, morale is high.",0.343,Low
SVC00322,40,15,21,72.8,29,1,8.13,5,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.557,Medium
SVC00322,40,15,88,30.6,29,7,8.89,16,0,1,3,"Been a normal week, keeping busy with regular tasks.",0.594,Medium
SVC00323,42,22,43,57.1,3,6,4.13,0,0,0,4,"Standard patrol schedule, no major issues.",0.601,Medium
SVC00323,42,22,1,77.5,15,3,4.61,7,0,0,6,"Standard patrol schedule, no major issues.",0.621,Medium
SVC00323,42,22,40,42.2,24,9,6.44,12,0,0,4,"Nothing unusual, just getting through the schedule.",0.603,Medium
SVC00323,42,22,90,43.5,10,10,6.17,17,0,0,3,"Nothing unusual, just getting through the schedule.",0.427,Medium
SVC00323,42,22,19,50.0,4,7,7.58,15,1,0,4,"Been a normal week, keeping busy with regular tasks.",0.361,Low
SVC00323,42,22,61,54.0,30,6,6.75,15,1,0,1,"Slept well last night, feeling fresh for duty.",0.742,High
SVC00324,28,10,18,65.6,27,1,6.14,11,0,0,10,"Routine day, nothing much to report.",0.446,Medium
SVC00324,28,10,49,53.9,30,11,7.81,2,0,0,10,"Nothing unusual, just getting through the schedule.",0.487,Medium
SVC00324,28,10,14,44.7,16,0,6.02,17,1,0,1,"Been a normal week, keeping busy with regular tasks.",0.493,Medium
SVC00324,28,10,50,61.6,21,7,5.21,3,0,0,6,"Standard patrol schedule, no major issues.",0.615,Medium
SVC00324,28,10,73,53.8,16,2,4.92,3,0,0,3,"Extremely exhausted, haven't slept properly in days.",0.682,High
SVC00324,28,10,62,46.8,4,11,5.05,2,0,0,5,"Had a great time during the sports session, morale is high.",0.498,Medium
SVC00325,36,1,6,50.9,27,2,5.52,8,0,0,6,"Solid week, workload was manageable and the team is in good spirits.",0.551,Medium
SVC00325,36,1,63,55.3,14,6,6.42,12,2,0,7,"Been a normal week, keeping busy with regular tasks.",0.539,Medium
SVC00325,36,1,50,44.8,0,13,6.87,1,0,0,7,"Routine day, nothing much to report.",0.287,Low
SVC00325,36,1,67,43.7,9,14,7.96,4,0,0,6,"Standard patrol schedule, no major issues.",0.371,Low
SVC00325,36,1,80,35.5,2,4,7.72,0,0,0,10,Really frustrated and anxious about the extended deployment.,0.459,Medium
SVC00325,36,1,59,52.3,13,1,5.44,6,0,0,4,"Standard patrol schedule, no major issues.",0.602,Medium
SVC00326,21,3,76,62.8,17,11,7.44,3,0,0,9,"Standard patrol schedule, no major issues.",0.646,Medium
SVC00326,21,3,63,44.5,10,6,7.19,8,0,1,6,"Been a normal week, keeping busy with regular tasks.",0.527,Medium
SVC00326,21,3,74,53.2,27,14,5.31,9,2,0,7,The back-to-back duty shifts are wearing me down badly.,0.713,High
SVC00326,21,3,83,42.9,11,6,7.41,4,0,0,4,"Usual duty hours, a bit tired but okay overall.",0.444,Medium
SVC00326,21,3,25,67.0,9,14,7.38,16,0,0,2,"Routine day, nothing much to report.",0.414,Medium
SVC00326,21,3,4,58.8,15,11,5.93,5,0,0,1,"Been a normal week, keeping busy with regular tasks.",0.518,Medium
SVC00327,35,17,39,57.8,25,6,8.92,2,0,0,5,"Routine day, nothing much to report.",0.57,Medium
SVC00327,35,17,89,44.0,9,13,4.69,5,0,1,8,"Routine day, nothing much to report.",0.44,Medium
SVC00327,35,17,88,49.4,8,8,6.6,13,0,0,4,"Standard patrol schedule, no major issues.",0.643,Medium
SVC00327,35,17,43,66.1,26,9,5.26,1,0,1,1,"Feeling isolated, it's been weeks since I saw my family.",0.821,High
SVC00327,35,17,63,40.3,30,5,6.85,14,0,0,4,Really frustrated and anxious about the extended deployment.,0.614,Medium
SVC00327,35,17,72,47.4,20,14,4.6,2,0,0,9,"Good day today, training went well and I got some rest.",0.629,Medium
SVC00328,36,6,77,45.1,6,10,6.3,13,1,0,4,"Standard patrol schedule, no major issues.",0.513,Medium
SVC00328,36,6,20,72.6,25,8,7.18,7,1,1,5,"Routine day, nothing much to report.",0.638,Medium
SVC00328,36,6,85,45.1,26,6,7.94,10,0,0,10,"Nothing unusual, just getting through the schedule.",0.647,Medium
SVC00328,36,6,34,77.8,4,7,7.28,5,0,0,7,"Feeling isolated, it's been weeks since I saw my family.",0.52,Medium
SVC00328,36,6,47,53.2,29,1,8.34,4,0,0,1,"Nothing unusual, just getting through the schedule.",0.753,High
SVC00328,36,6,63,43.0,30,10,7.01,4,0,0,3,"Feeling isolated, it's been weeks since I saw my family.",0.718,High
SVC00329,36,11,55,70.5,3,0,4.89,15,1,0,7,"Been a normal week, keeping busy with regular tasks.",0.539,Medium
SVC00329,36,11,67,78.4,19,9,5.42,16,0,0,3,"Extremely exhausted, haven't slept properly in days.",0.721,High
SVC00329,36,11,81,36.0,22,6,6.28,8,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.602,Medium
SVC00329,36,11,41,60.3,16,8,6.01,4,0,0,6,"Good day today, training went well and I got some rest.",0.671,High
SVC00329,36,11,86,61.1,9,8,5.62,8,0,0,1,The back-to-back duty shifts are wearing me down badly.,0.652,High
SVC00329,36,11,0,55.3,18,6,7.31,2,0,0,6,"Routine day, nothing much to report.",0.527,Medium
SVC00330,28,10,77,76.7,25,4,6.39,4,0,0,1,Really frustrated and anxious about the extended deployment.,0.884,High
SVC00330,28,10,25,53.8,3,8,6.44,5,0,1,9,"Feeling isolated, it's been weeks since I saw my family.",0.366,Low
SVC00330,28,10,14,62.0,6,3,7.68,12,0,0,2,"Been a normal week, keeping busy with regular tasks.",0.512,Medium
SVC00330,28,10,33,51.1,4,13,8.26,3,0,0,8,"Solid week, workload was manageable and the team is in good spirits.",0.314,Low
SVC00330,28,10,18,51.1,29,0,6.19,18,0,1,9,"Been a normal week, keeping busy with regular tasks.",0.491,Medium
SVC00330,28,10,22,53.2,24,6,5.76,15,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.607,Medium
SVC00331,34,16,25,60.5,13,2,7.19,1,0,0,7,"Routine day, nothing much to report.",0.632,Medium
SVC00331,34,16,22,50.1,30,5,6.5,4,0,0,7,"Nothing unusual, just getting through the schedule.",0.683,High
SVC00331,34,16,70,37.6,7,14,7.51,17,1,0,3,"Been a normal week, keeping busy with regular tasks.",0.379,Low
SVC00331,34,16,15,45.0,21,11,5.87,9,1,0,6,"Routine day, nothing much to report.",0.571,Medium
SVC00331,34,16,67,50.7,22,14,5.92,17,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.629,Medium
SVC00331,34,16,37,61.3,14,10,4.92,8,0,0,1,"Nothing unusual, just getting through the schedule.",0.664,High
SVC00332,22,4,75,44.5,16,3,4.11,16,0,0,7,"Nothing unusual, just getting through the schedule.",0.536,Medium
SVC00332,22,4,3,53.1,13,6,6.76,5,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.413,Medium
SVC00332,22,4,73,56.8,17,14,8.12,7,0,0,1,"Feeling steady. Caught up with family on call, that helped a lot.",0.626,Medium
SVC00332,22,4,9,62.0,28,3,6.63,0,0,0,2,"Struggling to cope, everything feels overwhelming lately.",0.826,High
SVC00332,22,4,82,49.4,0,13,6.51,6,0,0,10,"Good day today, training went well and I got some rest.",0.405,Medium
SVC00332,22,4,90,42.3,12,0,5.37,16,0,0,2,"Struggling to cope, everything feels overwhelming lately.",0.642,Medium
SVC00333,22,4,75,33.4,25,4,8.24,1,1,1,1,"Usual duty hours, a bit tired but okay overall.",0.659,High
SVC00333,22,4,61,64.0,13,9,8.44,4,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.696,High
SVC00333,22,4,85,33.6,2,2,4.99,17,1,0,6,"Routine day, nothing much to report.",0.429,Medium
SVC00333,22,4,28,56.2,24,12,5.1,6,0,0,1,"Struggling to cope, everything feels overwhelming lately.",0.677,High
SVC00333,22,4,83,37.8,20,8,9.02,2,0,0,10,"Nothing unusual, just getting through the schedule.",0.632,Medium
SVC00333,22,4,59,37.3,26,5,7.17,6,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.521,Medium
SVC00334,54,21,39,59.5,11,0,6.98,16,0,0,9,"Routine day, nothing much to report.",0.355,Low
SVC00334,54,21,61,50.7,10,12,5.07,1,1,0,8,"Usual duty hours, a bit tired but okay overall.",0.535,Medium
SVC00334,54,21,52,47.9,12,10,7.74,11,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.372,Low
SVC00334,54,21,51,66.0,26,11,5.67,4,0,0,6,"Nothing unusual, just getting through the schedule.",0.587,Medium
SVC00334,54,21,81,42.8,16,0,5.29,14,0,0,8,"Routine day, nothing much to report.",0.425,Medium
SVC00334,54,21,90,55.6,0,14,8.98,15,0,0,10,"Good day today, training went well and I got some rest.",0.375,Low
SVC00335,27,9,12,49.3,1,0,5.64,4,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.382,Low
SVC00335,27,9,14,63.0,7,8,5.82,8,1,0,10,"Solid week, workload was manageable and the team is in good spirits.",0.327,Low
SVC00335,27,9,51,58.3,7,3,5.86,9,2,0,8,"Standard patrol schedule, no major issues.",0.642,Medium
SVC00335,27,9,19,55.2,27,2,5.6,0,0,0,5,"Solid week, workload was manageable and the team is in good spirits.",0.699,High
SVC00335,27,9,20,64.2,7,14,3.79,12,0,0,5,"Routine day, nothing much to report.",0.472,Medium
SVC00335,27,9,54,77.9,28,7,7.2,15,1,0,4,"Been a normal week, keeping busy with regular tasks.",0.766,High
SVC00336,28,10,71,51.2,21,6,2.5,8,0,0,6,"Usual duty hours, a bit tired but okay overall.",0.611,Medium
SVC00336,28,10,1,46.4,12,11,6.28,11,0,0,7,"Routine day, nothing much to report.",0.42,Medium
SVC00336,28,10,8,53.1,13,14,6.71,9,0,0,5,"Nothing unusual, just getting through the schedule.",0.387,Low
SVC00336,28,10,55,52.8,1,14,6.53,6,0,0,7,"Routine day, nothing much to report.",0.472,Medium
SVC00336,28,10,19,55.2,19,7,6.33,3,0,0,10,"Standard patrol schedule, no major issues.",0.569,Medium
SVC00336,28,10,71,52.6,13,12,6.0,8,1,0,5,"Been a normal week, keeping busy with regular tasks.",0.573,Medium
SVC00337,49,1,56,38.2,19,11,6.28,13,0,0,2,"Nothing unusual, just getting through the schedule.",0.557,Medium
SVC00337,49,1,30,45.1,4,5,6.01,3,0,0,7,"Nothing unusual, just getting through the schedule.",0.418,Medium
SVC00337,49,1,17,57.7,29,14,5.57,9,0,0,5,"Usual duty hours, a bit tired but okay overall.",0.686,High
SVC00337,49,1,32,46.5,9,4,8.05,14,0,0,5,"Nothing unusual, just getting through the schedule.",0.406,Medium
SVC00337,49,1,87,40.6,19,13,6.94,6,0,0,7,"Routine day, nothing much to report.",0.427,Medium
SVC00337,49,1,5,48.9,19,7,7.04,7,0,0,10,Really frustrated and anxious about the extended deployment.,0.514,Medium
SVC00338,34,6,58,51.6,1,10,6.98,11,0,0,8,"Usual duty hours, a bit tired but okay overall.",0.446,Medium
SVC00338,34,6,81,30.0,22,4,6.87,4,0,0,1,"Routine day, nothing much to report.",0.623,Medium
SVC00338,34,6,0,57.4,26,4,6.93,8,0,0,1,"Been a normal week, keeping busy with regular tasks.",0.554,Medium
SVC00338,34,6,23,32.2,15,5,6.6,16,0,0,10,"Routine day, nothing much to report.",0.318,Low
SVC00338,34,6,85,47.9,2,12,6.48,3,0,0,8,"Standard patrol schedule, no major issues.",0.499,Medium
SVC00338,34,6,54,64.2,28,10,8.51,18,0,0,8,"Struggling to cope, everything feels overwhelming lately.",0.668,High
SVC00339,33,15,88,59.0,2,10,4.02,11,0,0,3,"Routine day, nothing much to report.",0.512,Medium
SVC00339,33,15,58,63.2,1,14,4.95,5,1,0,8,Really frustrated and anxious about the extended deployment.,0.496,Medium
SVC00339,33,15,57,44.6,13,12,6.06,17,0,0,10,"Been a normal week, keeping busy with regular tasks.",0.457,Medium
SVC00339,33,15,90,36.3,0,7,4.55,15,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.582,Medium
SVC00339,33,15,57,76.0,5,5,9.38,12,0,0,2,"Feeling isolated, it's been weeks since I saw my family.",0.589,Medium
SVC00339,33,15,27,51.2,1,9,8.4,17,0,0,9,The back-to-back duty shifts are wearing me down badly.,0.204,Low
SVC00340,39,9,35,49.1,12,3,4.39,5,1,0,8,"Been a normal week, keeping busy with regular tasks.",0.533,Medium
SVC00340,39,9,27,56.0,6,7,7.43,10,0,0,1,"Usual duty hours, a bit tired but okay overall.",0.472,Medium
SVC00340,39,9,49,52.6,29,12,5.08,19,0,0,8,"Been a normal week, keeping busy with regular tasks.",0.562,Medium
SVC00340,39,9,26,66.0,9,5,4.66,6,0,1,3,"Usual duty hours, a bit tired but okay overall.",0.676,High
SVC00340,39,9,14,41.6,1,10,5.67,4,0,0,1,"Routine day, nothing much to report.",0.404,Medium
SVC00340,39,9,83,33.5,29,0,8.13,17,0,0,3,"Been a normal week, keeping busy with regular tasks.",0.56,Medium
SVC00341,53,20,56,48.9,30,1,6.12,1,0,1,5,"Extremely exhausted, haven't slept properly in days.",0.7,High
SVC00341,53,20,34,42.0,30,14,5.54,2,0,0,6,"Been a normal week, keeping busy with regular tasks.",0.546,Medium
SVC00341,53,20,51,34.6,27,4,5.67,11,1,1,4,"Slept well last night, feeling fresh for duty.",0.684,High
SVC00341,53,20,63,63.0,1,14,7.95,18,0,0,3,"Nothing unusual, just getting through the schedule.",0.457,Medium
SVC00341,53,20,20,42.8,24,12,6.51,4,0,0,8,"Nothing unusual, just getting through the schedule.",0.434,Medium
SVC00341,53,20,64,63.1,30,2,6.5,13,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.758,High
SVC00342,42,15,52,58.6,13,0,5.26,2,0,0,3,"Slept well last night, feeling fresh for duty.",0.673,High
SVC00342,42,15,3,30.1,4,3,6.8,19,0,0,6,"Standard patrol schedule, no major issues.",0.273,Low
SVC00342,42,15,20,63.7,24,6,7.9,8,0,0,3,"Routine day, nothing much to report.",0.431,Medium
SVC00342,42,15,41,66.4,12,0,6.1,12,0,0,4,"Extremely exhausted, haven't slept properly in days.",0.747,High
SVC00342,42,15,28,46.9,10,14,5.73,13,0,0,4,"Been a normal week, keeping busy with regular tasks.",0.418,Medium
SVC00342,42,15,54,47.4,14,13,5.9,7,0,0,4,"Routine day, nothing much to report.",0.473,Medium
SVC00343,47,12,66,55.7,25,10,6.23,2,0,0,3,"Feeling isolated, it's been weeks since I saw my family.",0.642,Medium
SVC00343,47,12,3,48.6,17,14,6.71,12,0,0,10,"Slept well last night, feeling fresh for duty.",0.338,Low
SVC00343,47,12,41,59.8,15,10,6.79,7,0,1,1,"Nothing unusual, just getting through the schedule.",0.558,Medium
SVC00343,47,12,89,30.8,16,9,6.84,14,0,0,1,"Routine day, nothing much to report.",0.539,Medium
SVC00343,47,12,89,60.5,24,14,6.54,7,0,0,5,"Extremely exhausted, haven't slept properly in days.",0.756,High
SVC00343,47,12,1,46.2,10,0,4.88,17,0,0,3,"Feeling steady. Caught up with family on call, that helped a lot.",0.554,Medium
SVC00344,45,27,2,60.1,17,9,5.94,13,0,1,6,"Usual duty hours, a bit tired but okay overall.",0.497,Medium
SVC00344,45,27,4,85.2,11,12,6.78,8,0,0,5,"Nothing unusual, just getting through the schedule.",0.612,Medium
SVC00344,45,27,79,67.4,29,2,6.62,11,0,0,9,"Struggling to cope, everything feels overwhelming lately.",0.801,High
SVC00344,45,27,68,83.6,23,3,4.9,0,0,0,10,"Usual duty hours, a bit tired but okay overall.",0.778,High
SVC00344,45,27,16,43.7,25,12,6.03,14,0,0,10,"Had a great time during the sports session, morale is high.",0.293,Low
SVC00344,45,27,25,76.4,26,11,7.91,14,0,0,4,"Feeling isolated, it's been weeks since I saw my family.",0.731,High
SVC00345,33,2,1,52.2,23,5,6.61,15,0,0,5,"Routine day, nothing much to report.",0.446,Medium
SVC00345,33,2,60,43.5,22,8,6.76,19,0,0,7,"Been a normal week, keeping busy with regular tasks.",0.551,Medium
SVC00345,33,2,68,50.2,24,13,7.11,6,0,0,9,"Routine day, nothing much to report.",0.506,Medium
SVC00345,33,2,30,55.8,21,9,3.63,9,0,0,6,"Nothing unusual, just getting through the schedule.",0.647,Medium
SVC00345,33,2,65,61.6,5,2,5.67,0,0,0,9,"Been a normal week, keeping busy with regular tasks.",0.62,Medium
SVC00345,33,2,22,49.4,30,13,7.33,16,1,0,1,"Usual duty hours, a bit tired but okay overall.",0.515,Medium
SVC00346,48,21,85,49.6,24,5,8.06,16,0,0,9,"Usual duty hours, a bit tired but okay overall.",0.492,Medium
SVC00346,48,21,36,72.0,22,12,5.75,2,0,0,7,"Nothing unusual, just getting through the schedule.",0.68,High
SVC00346,48,21,4,67.5,16,10,5.69,3,0,0,8,"Routine day, nothing much to report.",0.429,Medium
SVC00346,48,21,80,43.6,1,12,7.98,9,0,0,7,"Routine day, nothing much to report.",0.462,Medium
SVC00346,48,21,42,75.5,13,5,4.9,18,0,0,4,Really frustrated and anxious about the extended deployment.,0.617,Medium
SVC00346,48,21,6,48.1,2,1,7.73,8,0,0,8,"Routine day, nothing much to report.",0.266,Low
SVC00347,24,6,29,43.1,4,12,4.89,1,0,0,6,"Nothing unusual, just getting through the schedule.",0.415,Medium
SVC00347,24,6,75,60.1,30,11,7.16,7,0,0,9,"Routine day, nothing much to report.",0.552,Medium
SVC00347,24,6,22,69.4,27,13,5.39,10,0,1,8,"Nothing unusual, just getting through the schedule.",0.585,Medium
SVC00347,24,6,22,48.1,18,3,5.77,14,0,0,3,"Nothing unusual, just getting through the schedule.",0.465,Medium
SVC00347,24,6,80,75.5,1,7,6.76,17,1,0,3,"Good day today, training went well and I got some rest.",0.613,Medium
SVC00347,24,6,48,57.0,18,5,5.84,16,0,0,3,"Usual duty hours, a bit tired but okay overall.",0.666,High
SVC00348,52,16,88,44.3,18,9,5.0,7,1,0,7,"Feeling isolated, it's been weeks since I saw my family.",0.681,High
SVC00348,52,16,22,46.5,11,12,8.8,6,0,0,4,"Standard patrol schedule, no major issues.",0.359,Low
